,sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,cMedPrice,bMedPrice,cInterval,bInterval,new_user,onlineStatus_ n,onlineStatus_ y,availability_ completely not orderable,availability_ completely orderable,availability_ desconhecida,availability_ mainly not determinable,availability_ mainly not orderable,availability_ mainly orderable,availability_ mixed,order_ y
1693,1694,9,5,1137.893,198,1.0,5.0,788.97,1,5.0,5.0,5.0,1.0,800.0,501.0,11.0,12.0,40.0,2.0,15.0,0.25096011255180806,0.2,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1694,1695,9,5,239.921,16,14.95,49.99,394.55,4,14.95,34.95,99.8,3.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04151467513240433,0.03905045730140788,35.040000000000006,20.000000000000004,0,0,1,0,1,0,0,0,0,0,0
1695,1696,9,5,808.9110000000001,11,7.99,39.95,212.85,2,19.99,19.99,39.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.051320066145863034,0.05002501250625313,31.96,0.0,0,0,0,0,0,1,0,0,0,0,0
1696,1697,9,5,351.626,6,39.99,59.99,299.94,2,39.99,59.99,99.98,5.0,400.0,557.0,185.0,5.0,68.0,2.0,130.0,0.019700850167457224,0.019700850167457228,20.0,20.0,0,0,1,0,1,0,0,0,0,0,1
1697,1698,9,5,488.47900000000004,5,19.32,69.99,164.49,1,24.99,24.99,24.99,1.0,3000.0,479.0,224.0,3.0,61.0,2.0,14.0,0.03039698461912578,0.040016006402561026,50.669999999999995,0.0,0,0,0,0,0,1,0,0,0,0,0
1698,1699,9,5,4.86,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1699,1700,9,5,9.669,2,649.99,649.99,1299.98,1,649.99,649.99,649.99,1.0,300.0,512.0,6.0,0.0,24.0,1.0,27.0,0.00153848520746473,0.00153848520746473,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1700,1701,9,5,1203.762,21,8.99,59.99,499.82,7,8.99,59.99,191.93,5.0,2600.0,490.0,63.0,13.0,32.0,2.0,26.0,0.0406862824478163,0.03585514521333811,51.0,51.0,0,0,1,0,1,0,0,0,0,0,1
1701,1702,9,5,221.998,2,29.99,29.99,59.98,1,29.99,29.99,29.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1702,1703,9,5,61.011,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1703,1704,9,5,0.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1704,1705,9,5,1422.37,17,9.99,59.99,369.86,4,9.99,59.99,124.96,1.0,4000.0,543.0,401.0,7.0,66.0,2.0,43.0,0.04394042799846676,0.027626677844357014,50.0,50.0,0,0,1,0,1,0,0,0,0,0,1
1705,1706,9,5,18.541,1,99.99,99.99,99.99,1,99.99,99.99,99.99,1.0,1500.0,555.0,223.0,7.0,71.0,2.0,207.0,0.010001000100010001,0.010001000100010001,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
1706,1707,9,5,2807.958,10,24.99,299.99,1639.9,2,29.99,299.99,329.98,1.0,1700.0,518.0,247.0,1.0,52.0,2.0,156.0,0.004704127199599477,0.004229034561163034,275.0,270.0,0,0,1,0,1,0,0,0,0,0,1
1707,1708,9,5,6.797000000000001,2,9.99,9.99,19.98,2,9.99,9.99,19.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.10010010010010009,0.10010010010010009,0.0,0.0,0,0,1,0,0,0,0,0,1,0,0
1708,1709,9,5,133.59799999999998,6,9.99,29.99,118.6,3,9.99,29.99,59.3,1.0,900.0,557.0,81.0,5.0,47.0,2.0,32.0,0.043290043290043295,0.043290043290043295,20.0,20.0,0,0,0,0,0,1,0,0,0,0,0
1709,1710,9,5,62.019,3,19.99,19.99,39.98,1,19.99,19.99,19.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0750375187593797,0.05002501250625313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1710,1711,9,5,14860.163999999999,140,3.99,54.99,2376.8,46,7.99,54.99,759.54,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.046955581885803566,0.05123915585106772,51.0,47.0,0,0,1,0,1,0,0,0,0,0,1
1711,1712,9,5,8.184,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1712,1713,9,5,1130.873,12,19.9,79.99,283.48,2,19.9,79.99,99.89,1.0,300.0,445.0,170.0,8.0,39.0,1.0,112.0,0.03382492220267893,0.01667778519012675,60.089999999999996,60.089999999999996,0,0,0,0,0,1,0,0,0,0,0
1713,1714,9,5,326.399,4,79.99,89.99,339.96,2,79.99,89.99,169.98,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.011713083514285459,0.011713083514285459,10.0,10.0,0,0,1,0,1,0,0,0,0,0,1
1714,1715,9,5,2484.013,21,5.99,39.99,445.22,11,5.99,39.99,169.32,1.0,2600.0,508.0,143.0,10.0,52.0,2.0,190.0,0.04052656862531903,0.06120087239061736,34.0,34.0,0,0,0,0,0,1,0,0,0,0,0
1715,1716,9,5,2004.2939999999999,85,7.99,59.95,1139.07,5,9.99,19.99,69.95,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.07051398348596469,0.06879729814247294,51.96,9.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1716,1717,9,5,59.051,6,1.0,1.0,6.0,1,1.0,1.0,1.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,1.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1717,1718,9,5,134.165,4,12.99,39.99,132.96,4,12.99,39.99,132.96,1.0,600.0,578.0,99.0,5.0,37.0,2.0,24.0,0.03083564600678384,0.03083564600678384,27.0,27.0,0,0,1,0,1,0,0,0,0,0,1
1718,1719,9,5,31.221999999999998,4,62.99,62.99,188.97,1,62.99,62.99,62.99,2.0,600.0,464.0,333.0,1.0,20.0,1.0,25.0,0.021167381065777636,0.015875535799333228,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1719,1720,9,5,1860.886,3,149.99,149.99,449.97,1,149.99,149.99,149.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.006667111140742713,0.006667111140742716,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1720,1721,9,5,1894.454,5,249.99,249.99,1249.95,2,249.99,249.99,499.98,5.0,800.0,484.0,36.0,19.0,27.0,2.0,41.0,0.004000160006400255,0.004000160006400258,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1721,1722,9,5,208.449,2,42.5,42.5,85.0,1,42.5,42.5,42.5,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.023529411764705882,0.023529411764705882,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1722,1723,9,5,393.49199999999996,7,12.99,39.99,160.93,1,29.99,29.99,29.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.04349717268377555,0.03334444814938313,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1723,1724,9,5,324.019,4,3.0,9.99,18.99,3,3.0,9.99,15.99,5.0,800.0,440.0,51.0,42.0,61.0,2.0,14.0,0.22079624646381016,0.19142086487427132,6.99,6.99,0,0,1,0,1,0,0,0,0,0,1
1724,1725,9,5,412.173,4,39.99,39.99,159.96,1,39.99,39.99,39.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1725,1726,9,5,1148.197,11,16.99,17.99,193.89,3,16.99,17.99,52.97,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.05724668342584066,0.05694297567721468,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0
1726,1727,9,5,11435.53,23,7.99,999.0,1308.0,1,24.9,24.9,24.9,4.0,10000.0,562.0,222.0,321.0,53.0,1.0,10.0,0.017584097859327217,0.040160642570281124,991.01,0.0,0,0,1,0,1,0,0,0,0,0,0
1727,1728,9,5,2701.7,78,5.99,139.99,1165.38,16,5.99,79.99,267.84,5.0,300.0,489.0,66.0,21.0,38.0,2.0,61.0,0.061653421100377796,0.05497007315974116,134.0,74.0,0,0,1,0,1,0,0,0,0,0,1
1728,1729,9,5,218.785,2,499.99,499.99,999.98,1,499.99,499.99,499.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.002000040000800016,0.002000040000800016,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1729,1730,9,5,51.879,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.020004000800160033,0.020004000800160033,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1730,1731,9,5,3913.525,31,9.99,110.0,1615.58,2,34.99,59.99,94.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.018841508530939955,0.02222716159146477,100.01,25.0,0,0,1,0,1,0,0,0,0,0,0
1731,1732,9,5,0.0,1,29.99,29.99,29.99,1,29.99,29.99,29.99,1.0,300.0,389.0,355.0,9.0,50.0,2.0,200.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1732,1733,9,5,1690.1889999999999,19,6.99,49.99,464.87,2,23.0,23.0,46.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.039276333554262716,0.043478260869565216,43.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1733,1734,9,5,369.793,4,59.99,59.99,239.96,1,59.99,59.99,59.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.01666944490748458,0.01666944490748458,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1734,1735,9,5,627.756,11,39.99,99.99,329.94,1,49.99,49.99,49.99,1.0,500.0,378.0,2.0,2.0,46.0,1.0,31.0,0.0333393950415227,0.020004000800160033,59.99999999999999,0.0,0,0,1,0,1,0,0,0,0,0,1
1735,1736,9,5,652.356,4,17.99,19.99,37.98,4,17.99,19.99,37.98,1.0,1200.0,541.0,49.0,6.0,35.0,2.0,369.0,0.09966193109647664,0.09966193109647664,19.99,19.99,0,0,1,0,1,0,0,0,0,0,1
1736,1737,9,5,1936.932,53,7.0,39.96,931.47,0,0.0,0.0,0.0,1.0,2500.0,552.0,231.0,10.0,50.0,2.0,22.0,0.05689930969328051,0.0,32.96,0.0,0,0,1,0,1,0,0,0,0,0,0
1737,1738,9,5,177.753,3,149.0,149.0,298.0,1,149.0,149.0,149.0,1.0,600.0,552.0,11.0,1.0,36.0,2.0,281.0,0.010067114093959731,0.006711409395973154,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1738,1739,9,5,1961.486,56,4.99,31.99,894.57,10,6.99,29.99,181.93,5.0,2800.0,508.0,170.0,14.0,33.0,2.0,11.0,0.06597317969080131,0.058081993188143825,27.0,23.0,0,0,1,0,1,0,0,0,0,0,1
1739,1740,9,5,19.137999999999998,3,9.99,9.99,29.97,1,9.99,9.99,9.99,1.0,2600.0,537.0,59.0,90.0,30.0,2.0,12.0,0.1001001001001001,0.10010010010010009,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1740,1741,9,5,11473.018,60,4.99,9.99,337.52,6,6.99,6.99,41.94,1.0,4000.0,517.0,219.0,8.0,51.0,2.0,10.0,0.17906033562076762,0.14306151645207435,5.0,0.0,0,0,1,0,0,1,0,0,0,0,0
1741,1742,9,5,340.597,7,34.99,39.99,228.94,1,36.99,36.99,36.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.030575696689088844,0.02703433360367667,5.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1742,1743,9,5,21.401999999999997,3,29.99,29.99,89.97,1,29.99,29.99,29.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.03334444814938313,0.03334444814938313,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1743,1744,9,5,707.627,25,6.0,49.99,448.78,25,6.0,49.99,448.78,5.0,1000.0,547.0,198.0,22.0,42.0,2.0,47.0,0.055845478134379296,0.055845478134379296,43.99,43.99,0,0,1,0,1,0,0,0,0,0,1
1744,1745,9,5,0.0,4,3.0,12.99,31.98,4,3.0,12.99,31.98,1.0,4500.0,552.0,204.0,20.0,61.0,2.0,31.0,0.11911852293031566,0.11911852293031566,9.99,9.99,0,0,0,0,0,1,0,0,0,0,0
1745,1746,9,5,7.943,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1746,1747,9,5,445.63800000000003,5,14.99,17.99,80.95,1,14.99,14.99,14.99,1.0,1700.0,446.0,48.0,21.0,26.0,2.0,14.0,0.062460961898813235,0.06671114076050699,2.9999999999999982,0.0,0,0,1,0,0,1,0,0,0,0,0
1747,1748,9,5,312.944,1,24.99,24.99,24.99,1,24.99,24.99,24.99,5.0,5000.0,516.0,160.0,82.0,52.0,1.0,10.0,0.040016006402561026,0.040016006402561026,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1748,1749,9,5,652.679,12,749.99,899.99,5649.93,1,799.99,799.99,799.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0021239201193643106,0.0012500156251953147,150.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1749,1750,9,5,266.75,3,46.0,299.99,645.98,1,299.99,299.99,299.99,1.0,2500.0,530.0,110.0,6.0,41.0,2.0,11.0,0.004644106628688195,0.0033334444481482716,253.99,0.0,0,0,1,0,1,0,0,0,0,0,1
1750,1751,9,5,3052.367,56,9.99,199.99,2789.67,6,9.99,189.99,263.94,5.0,500.0,442.0,4.0,4.0,42.0,1.0,13.0,0.01988770434616216,0.023451721095753747,190.0,180.0,0,0,1,0,1,0,0,0,0,0,1
1751,1752,9,5,686.971,16,599.99,1059.9,11779.66,2,759.99,759.99,1519.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0013844524699758946,0.0013158067869314069,459.9100000000001,0.0,0,0,1,0,1,0,0,0,0,0,0
1752,1753,9,5,1067.758,54,14.99,69.95,1543.18,14,14.99,69.95,497.74,5.0,3000.0,512.0,136.0,27.0,41.0,2.0,25.0,0.03354085374085626,0.02542945081155024,54.96,54.96,0,0,1,0,1,0,0,0,0,0,1
1753,1754,9,5,279.126,11,12.0,39.99,175.97,2,12.0,12.0,24.0,1.0,500.0,494.0,234.0,4.0,41.0,2.0,73.0,0.06013800088624422,0.08333333333333333,27.990000000000002,0.0,0,0,0,0,0,1,0,0,0,0,0
1754,1755,9,5,5.684,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1755,1756,9,5,1343.078,11,379.0,699.0,6669.0,1,599.0,599.0,599.0,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.001649422702054281,0.001669449081803005,320.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1756,1757,9,5,0.0,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1757,1758,9,5,12155.048999999999,15,9.99,899.0,1363.9,2,24.99,179.99,204.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.013043211392094278,0.010938696419920929,889.01,155.0,0,0,1,0,1,0,0,0,0,0,0
1758,1759,9,5,69.178,15,9.0,36.99,232.86,15,9.0,36.99,232.86,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.06853800813317697,0.06853800813317697,27.990000000000002,27.990000000000002,0,0,1,0,0,1,0,0,0,0,0
1759,1760,9,5,679.0269999999999,2,159.0,159.0,318.0,1,159.0,159.0,159.0,1.0,700.0,469.0,84.0,11.0,61.0,2.0,31.0,0.006289308176100629,0.006289308176100629,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1760,1761,9,5,281.508,2,17.95,17.95,35.9,1,17.95,17.95,17.95,1.0,600.0,70.0,18.0,0.0,67.0,2.0,585.0,0.055710306406685235,0.055710306406685235,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1761,1762,9,5,204.852,1,39.99,39.99,39.99,1,39.99,39.99,39.99,3.0,25000.0,553.0,348.0,232.0,58.0,1.0,10.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1762,1763,9,5,60.615,4,49.99,49.99,99.98,1,49.99,49.99,49.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.040008001600320066,0.020004000800160033,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1763,1764,9,5,577.317,5,39.99,79.0,158.98,1,39.99,39.99,39.99,1.0,500.0,474.0,1.0,1.0,60.0,1.0,41.0,0.0314504969178513,0.025006251562890724,39.01,0.0,0,0,1,0,1,0,0,0,0,0,1
1764,1765,9,5,15.470999999999998,1,6.99,6.99,6.99,1,6.99,6.99,6.99,1.0,300.0,537.0,5.0,0.0,53.0,1.0,32.0,0.14306151645207438,0.14306151645207438,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1765,1766,9,5,2977.2140000000004,82,6.99,49.99,1581.67,8,14.99,29.99,152.93,5.0,600.0,476.0,51.0,13.0,40.0,1.0,27.0,0.05379077004176853,0.053785817192252276,43.0,14.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1766,1767,9,5,3381.063,21,3.99,49.99,349.81,11,3.99,49.99,199.9,1.0,8500.0,516.0,51.0,99.0,53.0,1.0,14.0,0.06985232268115887,0.06866282921104291,46.0,46.0,0,0,1,1,0,0,0,0,0,0,1
1767,1768,9,5,2273.928,9,14.99,19.99,104.94,2,14.99,19.99,34.98,1.0,600.0,517.0,49.0,2.0,35.0,2.0,121.0,0.07746433412949455,0.05809825059712092,4.999999999999998,4.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1768,1769,9,5,30.824,2,24.75,24.75,49.5,1,24.75,24.75,24.75,1.0,3000.0,486.0,216.0,71.0,61.0,2.0,148.0,0.04040404040404041,0.04040404040404041,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1769,1770,9,5,4107.615,138,3.0,59.95,1277.17,8,3.0,49.99,115.98,5.0,300.0,577.0,89.0,21.0,50.0,2.0,21.0,0.09735896662370072,0.05869859046147905,56.95,46.99,0,0,1,0,1,0,0,0,0,0,1
1770,1771,9,5,948.155,21,19.99,29.99,559.79,3,19.99,29.99,69.97,1.0,600.0,482.0,31.0,4.0,39.0,2.0,64.0,0.0374743554728438,0.04287551807917678,10.0,10.0,0,0,1,0,1,0,0,0,0,0,1
1771,1772,9,5,459.45099999999996,6,599.99,599.99,1799.97,1,599.99,599.99,599.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.003333388889814831,0.0016666944449074154,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1772,1773,9,5,408.99300000000005,4,29.99,59.99,209.96,1,59.99,59.99,59.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.019051247856734618,0.016669444907484583,30.000000000000004,0.0,0,0,1,0,1,0,0,0,0,0,1
1773,1774,9,5,2383.409,6,9.99,179.99,409.95,4,9.99,179.99,229.96,5.0,2800.0,535.0,131.0,31.0,49.0,2.0,43.0,0.013310788934057634,0.015133868940694972,170.0,170.0,0,0,1,0,1,0,0,0,0,0,1
1774,1775,9,5,238.553,6,19.9,29.9,130.51,1,19.99,19.99,19.99,1.0,800.0,557.0,88.0,7.0,43.0,2.0,69.0,0.045973488621561566,0.05002501250625313,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1775,1776,9,5,463.211,2,299.99,299.99,599.98,1,299.99,299.99,299.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0033334444481482716,0.0033334444481482716,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1776,1777,9,5,1839.537,1,39.99,39.99,39.99,1,39.99,39.99,39.99,1.0,3000.0,535.0,158.0,12.0,58.0,1.0,14.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0
1777,1778,9,5,110.741,16,5.99,19.99,164.84,6,5.99,19.99,61.94,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.10711048858861333,0.11006866187955343,13.999999999999998,13.999999999999998,0,0,0,0,0,1,0,0,0,0,0
1778,1779,9,5,724.2739999999999,10,14.99,29.99,179.9,3,14.99,29.99,59.97,1.0,4000.0,543.0,35.0,8.0,38.0,2.0,282.0,0.05255285604559971,0.0472445321401773,14.999999999999998,14.999999999999998,0,0,1,0,1,0,0,0,0,0,1
1779,1780,9,5,964.3839999999999,22,59.99,299.99,1793.8,3,59.99,149.99,277.97,1.0,500.0,468.0,1.0,1.0,43.0,1.0,14.0,0.009005197528158234,0.009242998428690266,240.0,90.0,0,0,0,0,0,1,0,0,0,0,0
1780,1781,9,5,514.994,6,299.99,349.99,1949.94,1,299.99,299.99,299.99,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.003077017754392443,0.0033334444481482716,50.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1781,1782,9,5,6423.306,12,29.99,79.99,419.9,5,29.99,39.99,189.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.023381785589026146,0.025430194117148426,50.0,10.000000000000004,0,0,1,0,1,0,0,0,0,0,0
1782,1783,9,5,2313.888,55,7.99,34.99,806.85,1,19.99,19.99,19.99,1.0,1700.0,541.0,44.0,18.0,54.0,2.0,41.0,0.0681663258350375,0.05002501250625313,27.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1783,1784,9,5,7707.379,26,12.99,19.99,52.97,1,19.99,19.99,19.99,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.45271134730833584,0.05002501250625313,6.999999999999998,0.0,0,0,1,0,1,0,0,0,0,0,1
1784,1785,9,5,798.518,13,9.99,29.99,159.9,2,14.99,14.99,29.98,5.0,2500.0,542.0,156.0,13.0,42.0,2.0,12.0,0.08200162050821481,0.066711140760507,20.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1785,1786,9,5,713.944,4,24.99,39.99,129.96,2,24.99,39.99,64.98,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.027593818984547457,0.027593818984547457,15.000000000000004,15.000000000000004,0,0,1,0,1,0,0,0,0,0,0
1786,1787,9,5,802.7139999999999,19,19.99,169.99,1629.81,5,29.99,169.99,429.95,5.0,2300.0,503.0,22.0,30.0,29.0,2.0,14.0,0.0117091173526478,0.012137395314965412,150.0,140.0,0,0,1,0,1,0,0,0,0,0,1
1787,1788,9,5,527.2180000000001,15,12.9,39.95,365.33,2,19.99,39.95,59.94,5.0,400.0,70.0,84.0,0.0,27.0,1.0,674.0,0.042595314515403306,0.03464870067372473,27.050000000000004,19.960000000000004,0,0,1,0,1,0,0,0,0,0,1
1788,1789,9,5,341.352,16,19.99,399.99,619.93,3,19.99,49.99,109.97,5.0,300.0,370.0,0.0,0.0,19.0,1.0,25.0,0.025499390663911405,0.026477597010973488,380.0,30.000000000000004,0,0,1,0,1,0,0,0,0,0,1
1789,1790,9,5,191.18200000000002,4,549.99,599.99,1749.97,1,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.0022857534700594867,0.0016666944449074152,50.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1790,1791,9,5,241.895,8,89.95,89.95,359.8,1,89.95,89.95,89.95,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.022234574763757644,0.011117287381878822,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1791,1792,9,5,687.7080000000001,14,7.99,99.99,331.92,3,7.99,99.99,125.97,5.0,1500.0,514.0,361.0,7.0,56.0,2.0,38.0,0.04978177061023188,0.027115784399385372,92.0,92.0,0,0,1,0,1,0,0,0,0,0,1
1792,1793,9,5,1180.51,54,1.0,5.0,218.0,4,1.0,5.0,16.0,1.0,2900.0,536.0,135.0,42.0,33.0,2.0,14.0,0.2579505300353357,0.29411764705882354,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0
1793,1794,9,5,187.33700000000002,7,19.99,39.99,165.96,2,19.99,39.99,59.98,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.045711212691583764,0.03572704537334763,20.000000000000004,20.000000000000004,0,0,1,0,1,0,0,0,0,0,0
1794,1795,9,5,1673.335,40,3.99,59.99,686.68,11,3.99,59.99,214.91,5.0,5000.0,464.0,38.0,26.0,32.0,1.0,28.0,0.07010067535452838,0.06396305942193704,56.0,56.0,0,0,1,0,1,0,0,0,0,0,1
1795,1796,9,5,872.045,2,39.99,39.99,79.98,1,39.99,39.99,39.99,2.0,2300.0,602.0,321.0,8.0,57.0,2.0,19.0,0.02500625156289072,0.02500625156289072,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0
1796,1797,9,5,3874.1820000000002,91,3.0,99.95,2721.6,7,9.99,69.99,272.87,2.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.032439970366496707,0.021878527621641122,96.95,59.99999999999999,0,0,1,0,1,0,0,0,0,0,0
1797,1798,9,5,4.885,2,599.99,599.99,599.99,2,599.99,599.99,599.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.005000083334722245,0.005000083334722245,599.99,599.99,0,0,0,0,0,1,0,0,0,0,0
1798,1799,9,5,673.7660000000001,5,69.95,69.95,349.75,2,69.95,69.95,139.9,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.014295925661186561,0.014295925661186556,0.0,0.0,0,0,1,0,1,0,0,0,0,0,1
1799,1800,9,5,5.689,2,7.99,7.99,15.98,1,7.99,7.99,7.99,1.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.1251564455569462,0.1251564455569462,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0
1800,1801,9,5,1159.595,9,9.99,54.99,214.92,7,9.99,54.99,174.93,1.0,600.0,586.0,116.0,1.0,29.0,2.0,80.0,0.04086549717559818,0.03826600338927458,45.0,45.0,0,0,1,0,1,0,0,0,0,0,1
1801,1802,9,5,1139.792,23,7.99,49.99,255.8,2,29.95,49.99,79.94,1.0,1500.0,530.0,157.0,5.0,40.0,2.0,69.0,0.08784581871709493,0.02454543738081302,42.0,20.040000000000003,0,0,1,0,1,0,0,0,0,0,1
1802,1803,9,5,7734.681,106,5.99,49.95,1776.51,12,7.99,29.99,224.76,5.0,0.0,70.0,0.0,0.0,19.0,1.0,10.0,0.055919681963595216,0.050530134531084646,43.96,22.0,0,0,1,0,1,0,0,0,0,0,1
